peak,"Clavelillo",-3.516667,-79.533333,
peak,"Cobo",-2.033333,-78.833333,
peak,"Cerro de Cimalón",-2.3933735,-79.6699772,
peak,"Cerro Cochurco",-3.9,-80.066667,
peak,"Colambo",-4.2369155,-79.3931323,3097 m
peak,"Cerro Collona",-4.2978633,-79.8504945,
peak,"Cary Collay",-2.9001365,-78.6632806,
peak,"Cerro de Sasquín",-2.2413097,-78.5156939,4580 m
peak,"Cruzmaqui",-1.35,-78.7,
peak,"Cerro Cuchinimi",-4.133333,-80,
peak,"Cerro Colangal",0.1231025,-78.2754514,4134 m
peak,"Culai",-1.6666719,-78.7,
peak,"Cerro Cunachi",-4.05,-80.116667,
peak,"Loma Cumbijín Urcu",-1.0361508,-78.4892086,
peak,"Loma Pishanga",-0.2657923,-78.2346433,4335 m
peak,"Cerro Corredores",-3.55,-79.616667,
peak,"Cotoloma",0.1,-78.066667,
peak,"Cerro Cotoyacu",-4.666667,-79,
peak,"Cerro de Cristal",-3.150873,-79.2345226,
peak,"Cerro Crocker",-0.6425588,-90.3256001,
peak,"Cerro de la Cruz",-2.25,-80.583333,
peak,"Cruz Grande",-4.533333,-79.033333,
peak,"Dentado",-4.75,-79.383333,
peak,"Dardococha",-3.4625463,-79.766667,
peak,"Danas",-2.133333,-78.883333,
peak,"Doliurcu",-1.2180162,-78.8025882,4263 m
peak,"Cerro Curiachi",-4.034902,-80.1085286,1070 m
peak,"Cuniburo",-0.033333,-78.15,
peak,"Cerro Cusín",0.1616733,-78.1503836,
peak,"Cusubamba",-0.0314016,-78.2982544,
peak,"Cushirrumi",0.2,-78.316667,
peak,"Cerro El Toldo",-4.383333,-79.5,
peak,"Cerro El Toro",-3.766667,-80.15,
peak,"El Redondo",0.316667,-78.05,
peak,"Cerro El Quinde",-3.766667,-79.45,
peak,"El Tablón",-3.7351705,-79.6251977,
peak,"El Sigüín",-1.633333,-77.833333,
peak,"Escalera",-3.3817849,-79.5832927,
peak,"Cerro Eraloma",-3.1344183,-79.2329777,
peak,"Cerros Picachos del Cóndor",-4.1535777,-79.1070037,3563 m
peak,"El Burro",-3.516667,-79.583333,
peak,"Cerro El Bunque",-3.75,-80.066667,
peak,"El Boliche",0.716667,-77.716667,
peak,"Cerro El Cabuyo",-4.216667,-80.166667,
peak,"El Nudillo",-3.7255932,-79.471315,2764 m
peak,"El Picacho",-3.05,-78.65,
peak,"Cerro El Pindo",-3.95,-80.083333,
peak,"Cerro Cimarrones",-4.6633267,-79.3095073,3490 m
peak,"Cerro Guachingue",-4.416667,-79.416667,
peak,"Cerro Guachanamá",-4.05,-79.883333,
peak,"Cerro Guagra-urcu",-0.383333,-77.666667,
peak,"Cerro Grande",-4.233333,-79.766667,
peak,"Cerro de Gradas",-3.1187701,-79.2176017,
peak,"Ganavir",-3.55,-79.433333,
peak,"Gallocantana",-3.5,-79.75,
peak,"Filo Loma",-2.433333,-78.8333331,4470 m
peak,"Fierro Urcu",-3.6902176,-79.3516863,3787 m
peak,"Loma Cangagua Pucará",-0.1399653,-78.1750768,4217 m
peak,"Frontera",-4.416667,-79.733333,
peak,"Güitig Alto",0.516667,-78.533333,
peak,"Loma Gushagüiña",-3.666667,-79.516667,
peak,"Guangotasín",-0.95,-78.5,
peak,"Guanchunangue",-4.916667,-79.216667,
peak,"Guagua Pichincha",-0.1751604,-78.6007399,4776 m
peak,"Gualagüincha",-0.0665063,-78.3998779,
peak,"Gualinag",-2.116667,-78.85,
peak,"Loma Gualucasi",-0.6316634,-78.8191464,
peak,"Inapisí",-1.2,-78.633333,
peak,"Imbabura",0.2546494,-78.180583,4621 m
peak,"Cerro Imbana",-3.633333,-79.066667,
peak,"Ililagua",-0.05,-78.55,
peak,"Cerro Ilinpitsi",-0.3616354,-78.3022384,
peak,"Cerro Igualata",-1.4932837,-78.6407973,4430 m
peak,"Cerro Ilaló",-0.26329,-78.4190895,3189 m
peak,"Cerro San Borja",-1.2843475,-78.4485366,3841 m
peak,"Loma Huanapala",-4.183333,-80.133333,
peak,"Cerro Huanangue",-4.2,-79.833333,
peak,"Cerro Huacaca",-4.2,-79.366667,
peak,"Cerro Higuerón",-4.1604669,-80.1029028,1038 m
peak,"Cerro Hermoso",-1.2241088,-78.287604,4506 m
peak,"Cerro Jorupe",-4.183333,-79.65,
peak,"Cerro Josefo Chiquito",-1.1212798,-78.7345986,4128 m
peak,"Jerusalén",-0.014307,-78.3642777,2372 m
peak,"Cerro de Jeca",-3.1508715,-79.1325903,
peak,"Cerro Jabón Mina",-4.35,-79.216667,
peak,"Cerro Inn",-0.2116178,-90.7838668,907 m
peak,"Cerro La Torata",-3.6,-79.866667,
peak,"Cerro Laurel",-0.616667,-78.283333,
peak,"Cerro Las Patas",-4.083333,-80.266667,
peak,"Cerro Las Peñas",-4.233333,-80.166667,
peak,"Loma Llambalanga",-4.3495367,-79.7166154,
peak,"Panecillo",-0.2287996,-78.518657,3016 m
peak,"Los Bosques",-3.616667,-79.533333,
peak,"Cerro Lumbaquí",0,-77.3,
peak,"Cerro de La Cruz",-4.3,-79.3,
peak,"Cerro de La Cruz",-4.316667,-80.05,
peak,"San Francisco El Picatcho",-0.390421,-78.6182493,4085 m
peak,"Cerro Laipuna",-4.183333,-79.916667,
peak,"Lalanguso",-1.933333,-78.816667,
peak,"Cerro La Lajilla",-3.901557,-80.066403,
peak,"Laguna Prieta",-4.75,-79.45,
peak,"Cerro La Huaca",-4.283333,-79.533333,
peak,"Cerro de La Plata",-2.1666727,-80.7666601,
peak,"La Piedra",0.733333,-77.833333,
peak,"La Moya",-0.5455976,-78.6242575,3522 m
peak,"Cerro de La Mesa",-4.116667,-80.283333,
peak,"Cerro La Panuma",-4.204961,-79.5189401,2435 m
peak,"Loma Larga",-3.7167284,-79.7666055,
peak,"Mellizos",-4.816667,-79.35,
peak,"Mesaloma",-3.516667,-79.65,
peak,"Minas",-3.35,-79.783333,
peak,"Cerro Minas",-3.083333,-79.366667,
peak,"Cerro Milagros",-4.0848227,-80.1486095,1282 m
peak,"Milín",-0.8938033,-78.7406184,3921 m
peak,"Cerro Arenal",-0.3604667,-78.6297507,4384 m
peak,"Cerro Mirador",0.6,-77.65,
peak,"Cerro Mojalada",-2.833333,-78.6,
peak,"Loma Mojanda",0.1079964,-78.2549379,3978 m
peak,"Mongourcu",-0.348912,-78.2909466,4055 m
peak,"Cerro de Mónica",-4.0817375,-79.1540801,3438 m
peak,"Cerro Molobog Grande",-2.6305023,-78.8545774,3838 m
peak,"Monjas Colta",-1.766667,-78.75,
peak,"Magotilla",0.083333,-78.383333,
peak,"Cerro Mala",-2.7990285,-79.9829421,156 m
peak,"Cerro Mal Paso",-4,-80.4,
peak,"Cerro de Masvale",-2.3981758,-79.6835384,
peak,"Cerro Ñuñurcu",-0.3150302,-78.2926254,3753 m
peak,"Noroeste Dentado",-4.733333,-79.383333,
peak,"Cerro Yanaurcu",-0.3296495,-78.2495778,4245 m
peak,"Cerro Paduana",-4.416667,-79.666667,
peak,"Cerro Pachanga",-2.383333,-80.483333,
peak,"Cerro de Paco",-2,-80.1,
peak,"Cerro Quinde Machay",-0.0913853,-78.0236715,4254 m
peak,"Cerro Orta",-4.216667,-79.166667,
peak,"Cerro del Oso",-3.733333,-79.983333,
peak,"Mulmul",-1.4378552,-78.5432937,3878 m
peak,"Muyurcu",0.116667,-78.1,
peak,"Musgal",-4.883333,-79.283333,
peak,"Mulapotrero",0.083333,-78.233333,
peak,"Mulatos",-1.0404344,-78.3222511,
peak,"Ambato Loma",-0.2716333,-78.6034865,3501 m
peak,"Loma de Moronga",0.0174451,-78.3229158,2806 m
peak,"Monteserín",-0.05655,-78.2601455,
peak,"Cerro Negro",0.1207172,-78.2595972,4300 m
peak,"Cerro Negro",-4.1054872,-80.3653645,1075 m
peak,"Cerro Negro",-3.6,-79.416667,
peak,"Cerro Negro",-3.55,-79.8,
peak,"Narihuiña",-3.1445889,-79.5393777,
peak,"Ñaupán",-2.3948143,-78.8418182,4514 m
peak,"Cerro Nangara",-4.348954,-79.7670157,
peak,"Nagüirán",-2.133333,-78.716667,
peak,"Nalacapa",-3.666667,-79.833333,
peak,"Ñamurelte",-2.7175569,-78.9664917,
peak,"Cerro de Los Oreganos",-4.7087912,-79.3347855,3576 m
peak,"Pelaloma",-3.933333,-79.266667,
peak,"Cerro Pelado",-2.466667,-80.316667,
peak,"Cerro de Perequete",-2.4070944,-79.6394215,
peak,"Cerro Patul",-2.666667,-79.05,
peak,"Pilgacho",0.0166178,-78.3665351,
peak,"Pillivaro",-0.2902405,-78.3933403,2671 m
peak,"Cerro Pindal",-4.466667,-79.533333,
peak,"Cerro Pico de Gallina",-4.1895182,-80.0456154,1327 m
peak,"Cerro Palmira",-4.366667,-79.316667,
peak,"Pan de Azúcar",-1.9666571,-78.5833429,
peak,"Pan de Azúcar",-0.716667,-89.35,
peak,"Cerro Pan de Azúcar",-3.8,-80.033333,
peak,"Cerro Pan de Azúcar",-0.3626152,-77.6425358,3482 m
peak,"Cerro Pan de Azúcar",-4.2,-80.416667,
peak,"Cerro Pajas",-1.2934104,-90.45747,640 m
peak,"Cerro Palacras",-4.483333,-79.816667,
peak,"Paligala",0.0658846,-78.3337478,
peak,"Palmas",-3.683333,-79.466667,
peak,"Palmar",-3.266667,-79.85,
peak,"Pasochoa",-0.4670907,-78.4807589,4200 m
peak,"Loma Pate",-4.216667,-79.7,
peak,"Cerro Patiurcu",-4.116667,-79.85,
peak,"Pusagcocha",0.2500299,-78.4669494,
peak,"Cerro Puñalica",-1.3987284,-78.678992,3988 m
peak,"Cerro Puntas",-0.1870004,-78.2040876,4453 m
peak,"Puntas",-0.25,-78.1,
peak,"Quilindaña",-0.7777619,-78.3287201,4788 m
peak,"Cerro Quemados",-4.2,-80.233333,
peak,"Pucará",-0.15,-78.283333,
peak,"Loma de Pucará",-3.1667146,-79.1319251,
peak,"Pucarabamba",-3.3171987,-79.1836881,
peak,"Pucará de Tupigachi",0.133333,-78.2,
peak,"Predicador",-0.733333,-78.216667,
peak,"Cerro Pircas",-4.116667,-80.05,
peak,"Monte Pitt",-0.716667,-89.25,
peak,"Rucu Pichincha",-0.1632127,-78.5665708,4627m
peak,"Rumiñahui",-0.5803528,-78.5067266,
peak,"Cerro Runuma",-4.2,-79.516667,
peak,"Cerro Saguatoa",-1.1550299,-78.6693789,4154 m
peak,"Loma Ramos",-3.3852122,-79.5830601,
peak,"Cerro de Rambrán",-3.116667,-79.183333,
peak,"Loma Redonda",-4.116667,-79.65,
peak,"Loma Real",-4.15,-79.333333,
peak,"Cerro Río Blanco",-4.833333,-79.366667,
peak,"Romerillos",0.0666697,-78.2841154,
peak,"Cerro Quingo",-3.283333,-79.266667,
peak,"Quinualoma",-2.483333,-78.65,
peak,"Cerro Quishuala",-4.133333,-79.8,
peak,"Cerro Rumicruz",-1.0165241,-78.9220645,4377 m
peak,"Cerro Santa Rufina",-3.916667,-79.833333,
peak,"Santa Lucía",-1.6,-78.766667,
peak,"Santa Cruz",-0.6516113,-78.6328151,
peak,"Cerro Santa Ana",-1.9,-79.8,
peak,"San Rafael",-0.0833982,-78.5833373,
peak,"Cerro San Miguel",-4.4,-79.65,
peak,"Cerro San Joaquín",-0.883333,-89.5,
peak,"San Bartolo",0.1058168,-78.3040787,
peak,"San Antonio",-3.266667,-79.816667,
peak,"Cerro Tabiro",0.116667,-78.366667,
peak,"Tamboloma",-3.55,-79.65,
peak,"Cerro Tambo Negro",-4.45,-79.866667,
peak,"Cerro Grande",-4.1304523,-80.2286896,791 m
peak,"Cerro Sununga",-4.466667,-79.516667,
peak,"Sumi Loma",-0.666667,-78.6,
peak,"Cerro Sindi",-3.1342673,-79.099108,
peak,"Sillacaja",-2.166667,-78.683333,
peak,"Sincholagua",-0.5379201,-78.3715947,4887 m
peak,"Shiñigually",-2.066667,-78.65,
peak,"Cerro Shinshe",-4.3689672,-79.8155169,
peak,"Cerro Shugsho",-4.2028719,-79.9881052,1486 m
peak,"Cerro de Shishi",-3.133333,-79.216667,
peak,"Yanaurco",-2.4295587,-78.6959627,4119 m
peak,"Cerro Yanaurco",-3.533333,-79.066667,
peak,"Yanacaca",-3.466667,-79.616667,
peak,"Yacucatina",-3.8665361,-79.2672281,
peak,"Cerro de la Virgen Negra",0.683333,-77.616667,
peak,"Cerro Voladero",-4.266667,-80.016667,
peak,"Yausay",-2.7,-78.716667,
peak,"Cerro Yaraco",-4.1,-79.9,
peak,"Cerro Arrabal Sipamba",-0.1518099,-78.1292432,4161 m
peak,"Medio Cerro",-2.0599041,-80.6912016,
peak,"Loma Zapallal",-4,-80.45,
peak,"Zamba Palo",-2.966667,-80.216667,
peak,"Cerro La Esperanza",-1.5629904,-80.7579746,
peak,"Cerro Las Cañitas",-1.575,-80.708333,
peak,"Cerro La Gotera",-1.541667,-80.773611,
peak,"Cerro La Naranjita",-1.516667,-80.722222,
peak,"Cerro La Naranja",-1.6,-80.7,
peak,"Cerro La Laguna",-1.6,-80.733333,440
peak,"Cerro Corralitos",-1.316667,-80.616667,
peak,"Cerro El Teniblero",-1.291667,-80.675,
peak,"Cerro Rodaderos",-1.266667,-80.666667,
peak,"Cerro de La Silla",-1.233333,-80.666667,
peak,"Cerro Agua Nueva",-1.175,-80.6,
peak,"Cerro El Cabuya",-1.066667,-80.9,
peak,"Cerro Montecristi",-1.0552295,-80.6700125,443 m
peak,"Pamba Marca",-0.079369,-78.2088941,4071 m
peak,"Tolontag",-0.3647903,-78.31558,
peak,"Tinajillas",-3.183333,-79.033333,
peak,"Tioloma",-2.3,-78.633333,
peak,"Tuchín",-3.533333,-79.233333,
peak,"Tucusahua",-0.0997228,-78.2828907,
peak,"Tucurrasín",-0.4032907,-78.2816785,
peak,"Torrecillas",-0.3397283,-78.3142067,
peak,"Lumbisí",-0.204381,-78.4660428,3045 m
peak,"Tres Cruces",-2.383333,-78.8,
peak,"Trencilla",-3.7,-79.45,
peak,"Cerro Turinuma",-4.0562707,-80.2331214,610 m
peak,"Tzunantza",-1.366667,-78.733333,
peak,"Turucuchu",0.1503614,-78.0337976,
peak,"Cerro Utuana",-4.383333,-79.65,
peak,"Cerro Verde",-2.435279,-80.4890752,
peak,"Cerro Verde",-4.183333,-79.833333,
peak,"Cerro Verde",-2.7331604,-78.9498406,
peak,"Cerro Ventanas",-3.1120242,-79.2397169,
peak,"Loma Chivato",-3.689444,-78.946111,2296
peak,"Loma de Cumbaratza",-3.969167,-78.895833,
peak,"Filo El Queque",-3.910278,-78.963889,3210
peak,"Cordillera El Corazón",-3.891667,-78.931667,2150
peak,"Loma Santa Martha",-3.926944,-78.853056,
peak,"Cerro Pan de Azúcar",-3.848889,-78.804167,1575
peak,"Loma de Iglart Nalt",-3.27,-78.215278,1237
peak,"Loma Kapnalm",-3.4775,-78.230278,1740
peak,"Loma Yantsas",-3.455833,-78.236667,1487
peak,"Cerro Tachank",-3.360556,-78.246111,1354
peak,"Contrafuerte de Coangos",-3.173333,-78.235833,
peak,"Contrafuerte de Mayalico",-3.191111,-78.085833,
peak,"Cerro Yawá Naint’",-3.186389,-78.069444,1698
peak,"Cordillera Kutuku",-3.218333,-78.184444,1612
peak,"Cerro Yawá Naint’",-3.310556,-78.135,2207
peak,"Loma Kinkiant",-2.924444,-77.979722,
peak,"Loma Sakenaint",-2.945278,-77.998889,
peak,"Loma Tiapnaint",-2.861944,-77.965556,785
peak,"Loma Kawanaint",-2.871389,-78.001944,
peak,"Loma Shuarnaint",-2.898333,-77.984167,
peak,"Alto Nangaritza",-4.574722,-78.850278,1771
peak,"Loma Tunduinain",-2.8025,-77.912222,848
peak,"Loma Alfaro",-1.85,-80.716667,
peak,"Cerro El Gallo",-1.805556,-80.683333,
peak,"Cerro Pan de Azúcar",-3.9989642,-78.9841451,
peak,"Loma de la Cruz",-4.129167,-78.959722,
peak,"Cerro Tres Torres",-4.1122395,-79.0743129,3529 m
peak,"Loma de la Conga",-4.0355621,-78.9472299,1726 m
peak,"Cerro Cayamuca",-4.1496398,-78.915773,1870 m
peak,"Loma Los Lumos",-4.267222,-78.947778,
peak,"Cerro Guachanama",-4.054167,-79.892778,
peak,"Cerro Zapotal",-2.366667,-80.533333,
peak,"Loma Picacho",-3.090278,-78.6675,
peak,"Filo Ortega",-3.534722,-78.937222,
peak,"Cerros de Balsamo",-0.845,-80.329167,
peak,"Cerro Antisana",-0.4932858,-78.1342216,
peak,"Loma Guando",-3.562778,-78.921944,1696
peak,"Cerro Manga Urcu",-3.505556,-78.861389,3204
peak,"Cordillera Campana Urcu",-3.561111,-78.815278,3130
peak,"Cerro Condorcillo",-3.576667,-78.997222,2845
peak,"Loma Tucus",-3.64,-78.981111,
peak,"Loma Garcelán",-3.641944,-78.958889,1722
peak,"Loma San José",-3.64,-78.934444,1430
peak,"Cerro San Antonio",-3.603889,-78.8925,2202
peak,"Cerro Santa Clara",-3.592778,-78.858611,3150
peak,"Loma Paquintza",-3.604444,-78.955556,1980
peak,"Loma Quimbuimi",-3.588889,-78.639722,2070
peak,"Loma La Pituca",-3.570556,-78.564444,919
peak,"Cerro El Carmen",-2.180539,-79.8852186,
peak,"Contrafuerte Cusumasa Bumbuisa",-3.098333,-77.961667,1446
peak,"Cerro Kaputna",-3.035833,-77.933056,570
peak,"Cerro Huinchinguen",-3.035833,-77.933056,570
peak,"Cerro Chiquapiña",0.062222,-77.486389,
peak,"Cerro Verde",-4.1288572,-80.1931281,823 m
peak,"Santa Bárbara",-3.8237964,-79.3190839,3200
peak,"Yegua Baya",-4.28453,-80.1794686,360 m
peak,"Little Mountain",49.242316,-123.1138731,
peak,"Ojos del Salado",-27.1094268,-68.5408592,6891
peak,"Pissis",-27.755,-68.7992,6891
peak,"Pichu pichu",-16.4431919,-71.2445945,
peak,"Ampato",-15.8204983,-71.8801656,6288
peak,"Sabancaya",-15.7868874,-71.8594684,
peak,"Prospect Peak",44.8878619,-110.502726,2896
peak,"Lamar Mountain",44.6805454,-109.8558285,
peak,"Grant Peak",44.6306634,-109.9471953,
peak,"Pyramid Peak",44.605584,-110.0648691,
peak,"Cathedral Peak",44.5713536,-110.1116898,
peak,"Hoyt Peak",44.4771771,-110.1271393,
peak,"Cody Peak",44.5011487,-110.0287344,
peak,"Crow Peak",44.5189909,-109.9435474,
peak,"Reservatino Peak",44.4314544,-110.0269385,
peak,"Mount Humphreys",44.333,-110.0625153,
peak,"Mount Schurz",44.3422084,-110.0713129,
peak,"Eagle Peak",44.3202901,-110.0268097,
peak,"Chaos Mountain",44.2808535,-109.9164744,
peak,"Sanson&apos;s Peak",51.1468531,-115.5781774,
peak,"Sulphur Mountain",51.1447945,-115.5748273,
peak,"Tunnel Mountain",51.1775391,-115.5537599,
peak,"The Whistlers",52.8291603,-118.1410992,2466
peak,"Keilir",63.9412338,-22.1722383,379
peak,"Volcan de Izalco",13.8137342,-89.6327805,
peak,"Volcan Santa Ana",13.8499067,-89.629179,
peak,"Malinche",19.2289121,-98.0309355,4503m
peak,"Cotacachi",0.3604771,-78.3487254,4935
peak,"Huascarán Norte",-9.1017342,-77.6212247,6652m
peak,"Morro do Cachorro",-26.7786935,-49.0300674,
peak,"Drywood Mountain",49.259925,-114.066337,
peak,"Mount Gladstone",49.319645,-114.230255,
peak,"Volcán Tunupa",-19.8388313,-67.6438166,5432 m
peak,"Mont Rougemont",45.4775514,-73.0551673,366
peak,"la cima",4.6674684,-74.2855448,
peak,"Pico da Bandeira",-20.4347966,-41.7958437,2892
peak,"Mount Sage",18.4040202,-64.6598474,
peak,"Sommet vélo: 426m",46.1240506,-74.4566589,426m
peak,"Little Hill",51.7852948,-119.9158633,
peak,"Cerro del tital",5.0833175,-74.7961342,
peak,"Abiel Peak",47.3519573,-121.4691599,1622
peak,"Bearpaw Butte",47.2177545,-121.340885,1446
peak,"Cerro San Cristobal",-33.4257081,-70.6331918,880
peak,"Pan de azucar",4.4516931,-75.2375043,
peak,"Monte Tauro",4.9403011,-75.0561625,
peak,"Grote Berg",12.1866252,-68.9980837,
peak,"Mt. Charleston",36.271468,-115.6953964,
peak,"Sunrise Mountain",36.2243644,-114.9769647,
peak,"Mt. Wilson",36.0933903,-115.4845119,2105
peak,"Rainbow Mtn.",36.1079538,-115.4894901,
peak,"Griffith Peak",36.232534,-115.645702,
peak,"Siler Bald",35.1392704,-83.5776027,1960
peak,"Sandfell",64.8874623,-22.5954378,
peak,"Fortification Hill",36.05222,-114.6867058,
peak,"Garbage Hill",49.9035726,-97.1929446,254
peak,"Haki",63.7788692,-19.6424326,
peak,"Ýmir",63.7862361,-19.5663315,
peak,"Ýma",63.7842325,-19.5523522,
peak,"Hornklofi",63.7683889,-19.6050587,
peak,"Búri",63.7761625,-19.6061887,
peak,"Stóra Bláfell",63.7632885,-19.661511,
peak,"Volacan de Tecapa",13.4320224,-88.271737,
peak,"Þórólfsfell",64.4524158,-20.5081343,
peak,"Stóra-Björnsfell",64.4965014,-20.7116218,
peak,"Litla-Björnsfell",64.5009171,-20.7734444,
peak,"Ok",64.5951312,-20.8801382,
peak,"Pallahnjúkur",66.1214667,-18.8455748,
peak,"Hestskarðshnjúkur",66.1337039,-18.8520543,
peak,"Miðfell",64.1865896,-21.0401298,
peak,"Háasúla",64.3581849,-21.1467073,
peak,"Botnssúlur",64.3517553,-21.1752481,
peak,"Búrfell",64.307712,-21.215599,
peak,"Hrafnabjörg",64.272277,-20.9233171,
peak,"Mount Tamalpais East Peak",37.9290101,-122.5776898,784
peak,"Bald Hill",37.9672251,-122.5801751,348
peak,"Hólsfjall",65.8171123,-21.502323,
peak,"Mælifell",64.1015804,-21.1986326,
peak,"Montezuma Hill",39.322943,-121.0657993,882
peak,"Pleasant Point",39.3540627,-120.8705125,
peak,"Grouse Ridge",39.3862334,-120.6126032,2351
peak,"Black Buttes",39.3952385,-120.5576818,2447
peak,"Black Buttes",39.4015695,-120.548939,2407
peak,"Red Hill",39.4439754,-120.6174158,2158
peak,"El Capitan",37.7326592,-119.6379074,
peak,"Saddle Mountain",33.4294356,-113.039875,850
peak,"Morro Urubu",-20.76113,-40.6102791,335
peak,"Morro da Serra Grande",-20.60157,-40.5277992,
peak,"Morro Itaúna",-20.505157,-40.4845394,
peak,"Demeritt Hill",43.1526383,-70.9711934,59
peak,"Serra Guarapari",-20.5136666,-40.6325394,
peak,"Winnibulli Mountain",40.8486519,-122.1456999,
peak,"Town Mountain",40.8231639,-122.2103928,1318
peak,"North Gray Rocks",40.7994958,-122.2705758,949
peak,"Horse Mountain",40.8024283,-122.2461601,1224
peak,"Hirz Mountain",40.8969967,-122.2458106,1073
peak,"Morro Jaburuna",-20.3303001,-40.3038756,160
peak,"Cerro del Grillo",22.7787365,-102.5743462,
peak,"Fort do Pico",-22.9367765,-43.122753,
peak,"The Saddle",38.5791863,-122.4227354,
peak,"Múlafjall",64.3737097,-21.3367478,
peak,"Tröllatindur",64.2740474,-20.8850399,
peak,"Blátindur",65.6484286,-18.2674651,
peak,"Bunga",65.6435943,-18.2896338,
peak,"Strýta",65.6444844,-18.3068701,
peak,"Kista",65.6377316,-18.3163782,
peak,"Kambsfjall",65.6273861,-18.3428768,
peak,"Hrosshnjúkur",65.6171498,-18.3453251,
peak,"Tröllafjall nyrðra",65.6076385,-18.3501514,
peak,"Tröllafjall",65.5941667,-18.3409794,
peak,"Tröllahyrna",65.5846822,-18.3422937,
peak,"Tröllatindur",65.5826662,-18.3523909,
peak,"Steinsfell",65.5790097,-18.3622626,
peak,"Snorragnúpur",65.5801856,-18.37108,
peak,"Jökulborg",65.5801072,-18.3835003,
peak,"Kistufjall",65.5681102,-18.3880512,
peak,"Hrútafjall",65.5573631,-18.388146,
