23,Mont Gros,7.442514,43.7657459,688,http://www.openstreetmap.org/browse/node/1080669053,peak
24,Mont Arpasse,7.2102416,43.8469684,696,http://www.openstreetmap.org/browse/node/1589997860,peak
25,Montegrosso Pian Latte,7.81716,44.0669263,721,http://www.openstreetmap.org/browse/node/66586739,village
26,M. Vetta,7.662092,43.9226329,734,http://www.openstreetmap.org/browse/node/599398814,peak
27,Barmachande,7.6848027,45.6952673,740,http://www.openstreetmap.org/browse/node/1315310486,village
28,Pilier de la Pissechèvre,7.0281147,46.1989038,750,http://www.openstreetmap.org/browse/node/459849652,peak
29,Gagnone,8.4196417,46.1304653,752,http://www.openstreetmap.org/browse/node/1231092116,village
30,Leitera Superiore,7.218425,45.1424791,766,http://www.openstreetmap.org/browse/node/1198156848,village
31,Mont Carpano,7.5206968,43.8010189,772,http://www.openstreetmap.org/browse/node/319011161,peak
32,Mont Chauve de Tourrette,7.2636493,43.7761236,774,http://www.openstreetmap.org/browse/node/1588807704,peak
33,Moulin,7.3065046,45.7885791,774,http://www.openstreetmap.org/browse/node/963944993,village
34,Mont d'Orge,7.3340714,46.2304405,786,http://www.openstreetmap.org/browse/node/1403661572,peak
35,Truc del Serro,7.3194956,45.127616,791,http://www.openstreetmap.org/browse/node/1541311452,peak
36,Bisse du Sillonin,7.4414092,46.265882,800,http://www.openstreetmap.org/browse/node/459849503,peak
37,Mont Macaron,7.3052938,43.7842335,806,http://www.openstreetmap.org/browse/node/1465784319,peak
38,Croveo,8.3059094,46.2716271,814,http://www.openstreetmap.org/browse/node/1202330709,village
39,M. Morgi,7.6208124,43.8975229,819,http://www.openstreetmap.org/browse/node/599572300,peak
40,Mozzio,8.3109179,46.2252809,820,http://www.openstreetmap.org/browse/node/1202309129,village
41,Bric di Burcina,8.0146421,45.5889418,828,http://www.openstreetmap.org/browse/node/1403985342,peak
42,La Cime,7.1767348,43.8645042,840,http://www.openstreetmap.org/browse/node/1588807698,peak
43,Cravegna,8.3111609,46.2389308,850,http://www.openstreetmap.org/browse/node/1202309130,village
44,Mont Grazian,7.4924553,43.897247,862,http://www.openstreetmap.org/browse/node/768942570,peak
45,M. Roverbella,7.6895737,43.9251054,864,http://www.openstreetmap.org/browse/node/599398815,peak
46,Stechelberg,7.9021989,46.5450161,867,http://www.openstreetmap.org/browse/node/240089080,village
47,La Cretaz-Roisan,7.3125464,45.7846941,870,http://www.openstreetmap.org/browse/node/963946160,village
48,Mont Cima,7.2477424,43.8045909,878,http://www.openstreetmap.org/browse/node/1588807708,peak
49,M. Altomoro,7.6286312,43.9184243,882,http://www.openstreetmap.org/browse/node/599572303,peak
50,Poggio della Croce,7.7754701,44.0045194,894,http://www.openstreetmap.org/browse/node/736020227,peak
51,Viceno,8.3070369,46.2305494,895,http://www.openstreetmap.org/browse/node/1202309127,village
52,Monte Abelliotto,7.5802723,43.8772137,899,http://www.openstreetmap.org/browse/node/1496021708,peak
53,Gerbi,7.2292929,45.1397776,900,http://www.openstreetmap.org/browse/node/1198156859,village
54,Torrent de Vuargny Dessus,7.0338857,46.3369162,900,http://www.openstreetmap.org/browse/node/458393125,peak
55,Colla Domenica,7.9447194,44.0787962,921,http://www.openstreetmap.org/browse/node/895883817,peak
56,P. di Lovegno,7.9325116,44.0571394,926,http://www.openstreetmap.org/browse/node/895883936,peak
57,M. Provenzale,7.670429,43.950318,940,http://www.openstreetmap.org/browse/node/599572313,peak
58,Valpelline,7.3241526,45.8244604,960,http://www.openstreetmap.org/browse/node/963951957,village
59,Sampeyre,7.1874178,44.5797991,971,http://www.openstreetmap.org/browse/node/63626797,village
60,Carmo Albarezza,7.7757458,43.9716002,979,http://www.openstreetmap.org/browse/node/599398827,peak
61,Carmo del Pulo,7.7563493,43.9694092,986,http://www.openstreetmap.org/browse/node/599398828,peak
62,Monte Cucetto,7.4825796,44.3052215,1003,http://www.openstreetmap.org/browse/node/1465915583,peak
63,Monte Abellio,7.5809096,43.8890414,1016,http://www.openstreetmap.org/browse/node/599572299,peak
64,Cime de Penas,7.4044756,43.9036544,1018,http://www.openstreetmap.org/browse/node/1459813707,peak
65,Meylan,7.2979398,45.7952526,1018,http://www.openstreetmap.org/browse/node/963949705,village
66,Monte Colombin,7.5594149,43.8974121,1026,http://www.openstreetmap.org/browse/node/1497947111,peak
67,M Colombin,7.5627894,43.9010511,1026,http://www.openstreetmap.org/browse/node/599572298,peak
68,Cima Manaira,7.7102524,43.9568944,1032,http://www.openstreetmap.org/browse/node/599572314,peak
69,T. di Carvo,7.7728201,44.0135323,1032,http://www.openstreetmap.org/browse/node/731818600,peak
70,Vianaudo,7.2402905,45.1377584,1035,http://www.openstreetmap.org/browse/node/1198156887,village
71,Mont Lion,7.1395301,43.8648603,1049,http://www.openstreetmap.org/browse/node/279000326,peak
72,Pointe du Siricocca,7.4593576,43.8162779,1058,http://www.openstreetmap.org/browse/node/264854854,viewpoint
73,Monte Mera,7.7103915,43.9281829,1063,http://www.openstreetmap.org/browse/node/599398816,peak
74,Monte Garbinee,7.7248173,43.9269534,1065,http://www.openstreetmap.org/browse/node/599398817,peak
75,P. Alto,7.9432884,44.0735406,1082,http://www.openstreetmap.org/browse/node/895883808,peak
76,Cheillon,7.3275039,45.8284132,1084,http://www.openstreetmap.org/browse/node/963951846,village
77,Castell'ermo,8.0523624,44.0979843,1087,http://www.openstreetmap.org/browse/node/1474489472,peak
78,Carmo Marise,7.7330824,43.9466402,1092,http://www.openstreetmap.org/browse/node/599398819,peak
79,Cima di Basavina,7.497139,43.8704872,1093,http://www.openstreetmap.org/browse/node/599572296,peak
80,Monte Frascinello,7.9382126,44.0648177,1120,http://www.openstreetmap.org/browse/node/895883875,peak
81,Savoulx,6.7890448,45.04464,1124,http://www.openstreetmap.org/browse/node/317049040,village
82,Monte Avi,7.6412988,45.7286434,1124,http://www.openstreetmap.org/browse/node/726133712,peak
83,Roc de l'Orme,7.5116184,43.8146325,1132,http://www.openstreetmap.org/browse/node/319011225,peak
84,Javiod,7.3090908,45.8175561,1134,http://www.openstreetmap.org/browse/node/963947636,village
85,Monte Casto,8.0640501,45.6374492,1139,http://www.openstreetmap.org/browse/node/1257849738,peak
86,Pissevache,7.0214716,46.1391266,1140,http://www.openstreetmap.org/browse/node/459849628,peak
87,Mont Agel,7.4262302,43.7755158,1148,http://www.openstreetmap.org/browse/node/1573959976,peak
88,Vieyes,7.2531698,45.6498469,1160,http://www.openstreetmap.org/browse/node/1431171856,village
89,Flambeau D'Arlaz,7.704971,45.7035257,1160,http://www.openstreetmap.org/browse/node/1271243143,peak
90,i Colletti,7.851246,44.02448,1165,http://www.openstreetmap.org/browse/node/861191297,peak
91,Doues,7.3065823,45.8193912,1176,http://www.openstreetmap.org/browse/node/963950312,village
92,Monte Trono,7.7549918,44.0022009,1182,http://www.openstreetmap.org/browse/node/332979058,peak
93,C. del Corvo,7.7479318,44.0076179,1185,http://www.openstreetmap.org/browse/node/599572323,peak
94,Grattasole,7.2510321,45.1371088,1186,http://www.openstreetmap.org/browse/node/1198156855,village
95,Allein,7.2719646,45.8075678,1190,http://www.openstreetmap.org/browse/node/963948925,village
96,Mollette,7.2529291,45.1404405,1194,http://www.openstreetmap.org/browse/node/1198156844,village
97,Table d'orientation,7.2242615,43.9087257,1195,http://www.openstreetmap.org/browse/node/944304635,viewpoint
98,Bisse de Lens,7.4872869,46.2870616,1198,http://www.openstreetmap.org/browse/node/459849491,peak
99,Carmo Langan,7.7286633,43.9700566,1204,http://www.openstreetmap.org/browse/node/599572317,peak
100,Dialley,7.3003745,45.8043533,1205,http://www.openstreetmap.org/browse/node/963946489,village
101,Pointe de Figgietta,7.1777898,43.9745647,1214,http://www.openstreetmap.org/browse/node/1471928700,peak
102,Suc d'Emburlas,7.1795858,43.976757,1214,http://www.openstreetmap.org/browse/node/1471928702,peak
103,Cime du Clot de Raut,7.27812,43.9764207,1226,http://www.openstreetmap.org/browse/node/1540543838,peak
104,M. Ciazza del Bausso,7.867108,44.0359899,1228,http://www.openstreetmap.org/browse/node/861191282,peak
105,Le Belvédère,7.4206005,46.2257896,1230,http://www.openstreetmap.org/browse/node/459849815,peak
106,Pointe de la Gardette,7.0758515,43.9629237,1231,http://www.openstreetmap.org/browse/node/1406146987,peak
107,Mont Ours,7.4475203,43.8275876,1239,http://www.openstreetmap.org/browse/node/1571194325,peak
108,Voisinal,7.3791002,45.8463548,1241,http://www.openstreetmap.org/browse/node/963948340,village
109,M. Cerciali,7.5959619,43.9316072,1246,http://www.openstreetmap.org/browse/node/599572302,peak
110,Bout du Monde,6.8583594,46.1056948,1250,http://www.openstreetmap.org/browse/node/459849888,peak
111,Cime de Baudon,7.4289433,43.809405,1265,http://www.openstreetmap.org/browse/node/1588757507,peak
112,M. Scarassan,7.6110268,43.9555689,1265,http://www.openstreetmap.org/browse/node/599572310,peak
113,M Gorda,7.7465363,44.0153003,1268,http://www.openstreetmap.org/browse/node/725326741,peak
114,Mont Gros,7.4640504,43.913479,1272,http://www.openstreetmap.org/browse/node/986651400,peak
115,M. Giardino,7.6107839,43.9413516,1273,http://www.openstreetmap.org/browse/node/599572305,peak
116,Carmo S. Vincenzo,7.750338,43.9606654,1274,http://www.openstreetmap.org/browse/node/599398824,peak
117,R. Castellaccio,7.7023935,44.023126,1275,http://www.openstreetmap.org/browse/node/599572321,peak
118,Mont Razet,7.4791003,43.8473811,1286,http://www.openstreetmap.org/browse/node/772400546,peak
119,Clapey,7.3127227,45.8469384,1300,http://www.openstreetmap.org/browse/node/963951110,village
120,Aillan,7.3002607,45.8188697,1300,http://www.openstreetmap.org/browse/node/963952120,village
121,Mont Falourde,7.12874,43.9611095,1306,http://www.openstreetmap.org/browse/node/1394762069,peak
122,Rocca Mea,7.774649,44.0253308,1307,http://www.openstreetmap.org/browse/node/725326789,peak
123,M. Gouta,7.6035708,43.937154,1309,http://www.openstreetmap.org/browse/node/599572304,peak
124,La Routia,7.2336025,46.2138705,1314,http://www.openstreetmap.org/browse/node/459849819,peak
125,Grand Buthier,7.2764755,45.7911271,1318,http://www.openstreetmap.org/browse/node/963948499,village
126,M. Buletta,7.4963231,43.8514886,1328,http://www.openstreetmap.org/browse/node/599572294,peak
127,Carmo Binelli,7.7127022,43.973052,1329,http://www.openstreetmap.org/browse/node/599572316,peak
128,Colletta Lunga,7.5786471,43.948276,1340,http://www.openstreetmap.org/browse/node/1497947110,peak
129,M. Battolino,7.6011589,43.9592172,1341,http://www.openstreetmap.org/browse/node/599572309,peak
130,Monte Croce Castagna,7.7281371,44.0156559,1343,http://www.openstreetmap.org/browse/node/597164631,peak
131,Le Castel Gineste,7.2448146,43.9360345,1344,http://www.openstreetmap.org/browse/node/534749877,peak
132,Mont Bonsapel,7.5714897,44.0479828,1349,http://www.openstreetmap.org/browse/node/1185757616,peak
133,Ruine Damon,7.8021614,45.6386475,1349,http://www.openstreetmap.org/browse/node/1369106654,village
134,La Crêta,6.9908605,46.1047587,1350,http://www.openstreetmap.org/browse/node/459849914,peak
135,Ollomont,7.3106437,45.8496551,1356,http://www.openstreetmap.org/browse/node/963947510,village
136,Petite Buthier,7.2728126,45.7896062,1364,http://www.openstreetmap.org/browse/node/963952862,village
137,Gimmelwald,7.8940031,46.5468623,1367,http://www.openstreetmap.org/browse/node/240031223,village
138,Colle Lunella,7.4240356,45.1910882,1369,http://www.openstreetmap.org/browse/node/977508154,peak
139,Monte Grimperto,7.7435063,44.0240696,1369,http://www.openstreetmap.org/browse/node/332977350,peak
140,Oyace,7.3828659,45.8507653,1377,http://www.openstreetmap.org/browse/node/963946611,village
141,Grammont,7.5081045,43.841481,1379,http://www.openstreetmap.org/browse/node/1480949908,peak
142,Colle Belenda,7.7051304,43.9881534,1382,http://www.openstreetmap.org/browse/node/738925158,peak
143,Le Pella,7.0344472,43.9222938,1383,http://www.openstreetmap.org/browse/node/1581196546,peak
144,Gressoney-Saint-Jean,7.8250324,45.7792971,1385,http://www.openstreetmap.org/browse/node/360957315,village
145,Torrent-La Cerise,7.3025145,45.8257392,1388,http://www.openstreetmap.org/browse/node/963949135,village
146,Cima Bareghi,7.7737115,44.0309874,1390,http://www.openstreetmap.org/browse/node/725326790,peak
147,Les Rocchaudes,7.0402847,43.9651356,1391,http://www.openstreetmap.org/browse/node/1581196553,peak
148,Voueces,7.3033093,45.8577348,1394,http://www.openstreetmap.org/browse/node/963949038,village
149,Rocca Goina,7.7599119,44.0414119,1400,http://www.openstreetmap.org/browse/node/736037214,peak
150,Carmo delle Strade,7.7044809,43.982012,1402,http://www.openstreetmap.org/browse/node/599572315,peak
151,Monte Ros,7.7095677,45.7121445,1408,http://www.openstreetmap.org/browse/node/1271243298,peak
152,Mont Férion,7.2726865,43.8682319,1412,http://www.openstreetmap.org/browse/node/1571428307,peak
153,Dayllon,7.2880881,45.8091652,1413,http://www.openstreetmap.org/browse/node/963946406,village
154,Colle Bione,7.267428,45.0764562,1420,http://www.openstreetmap.org/browse/node/765262258,peak
155,Monte Croce dei Campi,7.7317791,44.0246667,1425,http://www.openstreetmap.org/browse/node/597164636,peak
156,Villa,7.2732039,45.812656,1426,http://www.openstreetmap.org/browse/node/963948158,village
157,Chatellair,7.3087271,45.8287251,1430,http://www.openstreetmap.org/browse/node/963947330,village
158,M. Simonasso,7.581168,43.9532211,1432,http://www.openstreetmap.org/browse/node/599572306,peak
159,Poilarocca,7.7827749,44.0588185,1440,http://www.openstreetmap.org/browse/node/471037454,village
160,Suc de Négossi,7.1837537,43.9858467,1443,http://www.openstreetmap.org/browse/node/1471928701,peak
161,Cime de la Clappe,7.1095361,43.9080393,1444,http://www.openstreetmap.org/browse/node/1581196528,peak
162,M. Prearba,7.8459013,44.0348193,1446,http://www.openstreetmap.org/browse/node/861191291,peak
163,Closé,7.3866794,45.8551793,1456,http://www.openstreetmap.org/browse/node/963951750,village
164,M Fenaira,7.8366592,43.9906181,1459,http://www.openstreetmap.org/browse/node/599070071,peak
165,Mont Péla,7.3515085,44.0175841,1465,http://www.openstreetmap.org/browse/node/1503602169,peak
166,Rocher Campane,7.5882925,43.9596496,1471,http://www.openstreetmap.org/browse/node/599572308,peak
167,Rocca Penna,7.7343261,44.0278237,1471,http://www.openstreetmap.org/browse/node/725337439,peak
168,Bec Ghincia,7.4072686,44.254995,1484,http://www.openstreetmap.org/browse/node/1336000561,peak
169,Carmo delle Verme,7.7566905,43.9458359,1502,http://www.openstreetmap.org/browse/node/599398826,peak
170,Cime de l'Authion,7.2478633,43.9816779,1504,http://www.openstreetmap.org/browse/node/1406788985,peak
171,Monte Corno,7.4106589,44.252582,1506,http://www.openstreetmap.org/browse/node/1335995681,peak
172,Cime des Collettes,7.093947,43.9104776,1513,http://www.openstreetmap.org/browse/node/1253692184,peak
173,Cime de Suorcas,7.3495201,43.9681795,1516,http://www.openstreetmap.org/browse/node/1474310407,peak
174,Mont Brune,7.0682886,43.9146983,1518,http://www.openstreetmap.org/browse/node/1581196570,peak
175,Monte Pellegrino,7.7395597,44.0293317,1521,http://www.openstreetmap.org/browse/node/332975405,peak
176,Les Blaches,7.0498524,43.9890389,1525,http://www.openstreetmap.org/browse/node/1406146986,peak
177,Noversch,7.8243938,45.8126669,1537,http://www.openstreetmap.org/browse/node/360957317,village
178,Monte Dubasso,7.9773863,44.130967,1538,http://www.openstreetmap.org/browse/node/1537190776,peak
179,Mont Vial,7.1492499,43.8963495,1550,http://www.openstreetmap.org/browse/node/26863751,peak
180,M. Bauso,7.6342097,43.968297,1550,http://www.openstreetmap.org/browse/node/599572312,peak
181,M. Lega,7.6276872,43.9632902,1556,http://www.openstreetmap.org/browse/node/599572311,peak
182,Tête de Saumos,6.9174867,43.9977289,1560,http://www.openstreetmap.org/browse/node/1487351608,peak
183,Monte Di Poignon,7.2102938,45.6790235,1567,http://www.openstreetmap.org/browse/node/1493355394,peak
184,Carmo Gerbontina,7.704161,43.9936385,1582,http://www.openstreetmap.org/browse/node/738925166,peak
185,Testa d'Alpe,7.5666549,43.9308477,1587,http://www.openstreetmap.org/browse/node/599572301,peak
186,Monte Corma,7.6842923,43.9862396,1597,http://www.openstreetmap.org/browse/node/597164619,peak
187,Monte Arpone,7.3967049,45.1785058,1602,http://www.openstreetmap.org/browse/node/1237270803,peak
188,Le Brec d'Utelle,7.2448829,43.9494332,1604,http://www.openstreetmap.org/browse/node/534750193,peak
189,Tete de Fracha,7.3661177,43.9691834,1608,http://www.openstreetmap.org/browse/node/1474310408,peak
190,Carmo di Brocchi,7.8115775,44.0064582,1610,http://www.openstreetmap.org/browse/node/599070063,peak
191,Monte Alpet,7.8774261,44.2601755,1611,http://www.openstreetmap.org/browse/node/984777609,peak
192,Monte Sapei,7.3469405,45.1532874,1615,http://www.openstreetmap.org/browse/node/1062757179,peak
193,Zermatt,7.7496219,46.0221645,1620,http://www.openstreetmap.org/browse/node/80387968,village
194,Cima del Nascio,7.8765876,44.2325222,1620,http://www.openstreetmap.org/browse/node/984776859,peak
195,Mont Mangiarde,7.1926055,43.9875055,1623,http://www.openstreetmap.org/browse/node/1406016923,peak
196,Gressoney-La-Trinité,7.8242708,45.8294999,1624,http://www.openstreetmap.org/browse/node/360956265,village
197,Bric Arcet,7.2379894,44.7170823,1628,http://www.openstreetmap.org/browse/node/1417425960,peak
198,Cima di Donzella,7.8086605,44.0190844,1636,http://www.openstreetmap.org/browse/node/599070064,peak
199,La Dent,7.1286536,46.0668172,1640,http://www.openstreetmap.org/browse/node/763553270,peak
200,Monte Croce,8.3096136,45.8835304,1644,http://www.openstreetmap.org/browse/node/463179597,peak
201,Mürren,7.8929321,46.5594576,1650,http://www.openstreetmap.org/browse/node/240056378,village
202,Cima Mares,7.5634088,45.3954226,1654,http://www.openstreetmap.org/browse/node/1388585134,peak
203,Tête du Loup,6.9413215,46.0580372,1665,http://www.openstreetmap.org/browse/node/812806931,peak
204,Cima Saben,7.3958857,44.2942337,1667,http://www.openstreetmap.org/browse/node/1336011308,peak
205,Cima Pissousa,7.3826352,44.2936657,1670,http://www.openstreetmap.org/browse/node/1336007834,peak
206,La Mossette,7.1195361,46.4169519,1676,http://www.openstreetmap.org/browse/node/458393147,peak
207,Monticchio,8.0481973,45.663386,1696,http://www.openstreetmap.org/browse/node/1260038035,peak
208,M. Bussana,7.8045417,44.024297,1701,http://www.openstreetmap.org/browse/node/599070065,peak
209,Pointe de Chavanette,7.07419,43.9955667,1707,http://www.openstreetmap.org/browse/node/1277947512,peak
210,Rocca Vanciarampi,7.4233868,44.2664611,1712,http://www.openstreetmap.org/browse/node/1118799752,peak
211,Monte Gerbonte,7.6880777,44.0119192,1728,http://www.openstreetmap.org/browse/node/334638831,peak
212,Monte Moro,7.7914895,44.2659139,1730,http://www.openstreetmap.org/browse/node/1569566067,peak
213,Monte Armetta,7.9395366,44.1368834,1739,http://www.openstreetmap.org/browse/node/26863789,peak
214,Malanotte,7.7941291,44.2589542,1742,http://www.openstreetmap.org/browse/node/1365010693,peak
215,Punta Meleze,7.0829738,44.472696,1746,http://www.openstreetmap.org/browse/node/306987648,peak
216,Monts Chevreuils,7.0841362,46.4344481,1749,http://www.openstreetmap.org/browse/node/459849969,peak
217,Mont de Lieuche,7.0505654,44.0213976,1756,http://www.openstreetmap.org/browse/node/1406092555,peak
218,Monte Servin,7.1851154,44.8770204,1756,http://www.openstreetmap.org/browse/node/1406240582,peak
219,Monte Ricordone,7.258626,44.5891301,1764,http://www.openstreetmap.org/browse/node/920866047,peak
220,Pic Colmiane,7.2180078,44.0582051,1766,http://www.openstreetmap.org/browse/node/1331220510,peak
221,Arbey,7.4772001,46.1151837,1774,http://www.openstreetmap.org/browse/node/459849520,peak
222,Mont Fracha,7.0650467,44.004765,1776,http://www.openstreetmap.org/browse/node/1274305207,peak
223,Monte Collardente,7.6950393,44.0396714,1776,http://www.openstreetmap.org/browse/node/332054447,peak
224,Bisse d'Ayent,7.4216017,46.3081846,1779,http://www.openstreetmap.org/browse/node/459849500,peak
225,Monte Sociu,7.1941816,44.4642253,1787,http://www.openstreetmap.org/browse/node/1402256432,picnic area
226,Le Mont d'Ilonse,7.0737464,44.0348977,1792,http://www.openstreetmap.org/browse/node/1532683285,peak
227,Aussemont,7.0339418,46.4005489,1793,http://www.openstreetmap.org/browse/node/458393152,peak
228,Pizzo Mottac,8.4017459,46.0628993,1802,http://www.openstreetmap.org/browse/node/1030721247,peak
229,Monte Colombo,7.1203111,45.6903692,1802,http://www.openstreetmap.org/browse/node/1494174410,peak
230,Pointe des quatre cantons,7.0928998,43.9919451,1805,http://www.openstreetmap.org/browse/node/1274346939,peak
231,La Crevasse,7.1365337,46.092799,1807,http://www.openstreetmap.org/browse/node/373393093,peak
232,Cime de Tournerie,7.0241517,44.0763387,1815,http://www.openstreetmap.org/browse/node/1406075629,peak
233,Cima Robert,7.872249,44.2148182,1819,http://www.openstreetmap.org/browse/node/1433604146,peak
234,Roccia Castello,7.1744682,44.528731,1822,http://www.openstreetmap.org/browse/node/1275854877,peak
235,Monte La Piastra,7.3650244,44.275814,1835,http://www.openstreetmap.org/browse/node/1341546557,peak
236,Gros Châtillon,7.0563356,46.2391301,1836,http://www.openstreetmap.org/browse/node/434135161,peak
237,Pointe de Sérenton,7.1896501,44.0255944,1836,http://www.openstreetmap.org/browse/node/1406027566,peak
238,Mascognaz,7.7296254,45.823041,1840,http://www.openstreetmap.org/browse/node/1289266019,village
239,Rocce della Scregna,7.4292365,44.2576481,1849,http://www.openstreetmap.org/browse/node/1118921838,peak
240,Mont Regard,7.1246956,46.0615189,1850,http://www.openstreetmap.org/browse/node/763553482,peak
241,Mont Viroulet,7.1726775,44.0492641,1860,http://www.openstreetmap.org/browse/node/1326758958,peak
242,Monte Mònega,7.8004655,44.0367445,1862,http://www.openstreetmap.org/browse/node/597164731,peak
243,Cima delle Tre Croci,8.3547771,45.9575959,1872,http://www.openstreetmap.org/browse/node/970680584,peak
244,Bunom,8.0165927,45.6789468,1878,http://www.openstreetmap.org/browse/node/1260037815,peak
245,Bric Mindino,7.9542692,44.2368057,1879,http://www.openstreetmap.org/browse/node/911075921,peak
246,Corne des Brenlaires,7.1377791,46.4123564,1879,http://www.openstreetmap.org/browse/node/458393145,peak
247,Tête de Cabanal,7.225457,44.0043297,1890,http://www.openstreetmap.org/browse/node/589215803,peak
248,Cima Cantalupo,7.7548587,44.1266203,1892,http://www.openstreetmap.org/browse/node/1352316740,peak
249,Cima di Pian Cavallo,7.7653301,44.128715,1896,http://www.openstreetmap.org/browse/node/1352316750,peak
250,Aiguillette d'Argentiere,6.9126778,45.9852601,1900,http://www.openstreetmap.org/browse/node/283594906,peak
251,Dent de Verreu,6.7782758,46.0720322,1901,http://www.openstreetmap.org/browse/node/1193394644,peak
252,Tête de Rigaud,6.9495361,44.0284744,1906,http://www.openstreetmap.org/browse/node/1305188211,peak
253,Tossestand,7.3600393,46.4072369,1917,http://www.openstreetmap.org/browse/node/459849454,peak
254,Testa Del Filone,7.6312907,45.6988672,1928,http://www.openstreetmap.org/browse/node/722854691,peak
255,Pointe de Lugo,7.6194395,44.0022962,1929,http://www.openstreetmap.org/browse/node/1451711553,peak
256,Tête de la Nava,7.6638803,44.0302524,1931,http://www.openstreetmap.org/browse/node/599572320,peak
257,Tête de Meilleret,7.1216581,46.3335495,1938,http://www.openstreetmap.org/browse/node/454092664,peak
258,La Motte,7.1128461,46.2693158,1940,http://www.openstreetmap.org/browse/node/1106662652,peak
259,Hornfluh,7.314736,46.4897602,1949,http://www.openstreetmap.org/browse/node/688516240,peak
260,Tête de la Combe du Tournairet,7.2282222,44.0092514,1950,http://www.openstreetmap.org/browse/node/1495552106,peak
261,Pont Valsavarenche,7.2023537,45.5273382,1950,http://www.openstreetmap.org/browse/node/1426354426,village
262,Mont Brussière,7.0183478,44.1108458,1955,http://www.openstreetmap.org/browse/node/1576142702,peak
263,Monte Gregorio,7.7834109,45.524737,1955,http://www.openstreetmap.org/browse/node/967792821,peak
264,Punta del Van,7.4396629,44.2472198,1967,http://www.openstreetmap.org/browse/node/1121825427,peak
265,Le Morclan,6.8577582,46.2768929,1970,http://www.openstreetmap.org/browse/node/564299748,peak
266,Monte Toraggio,7.6530609,43.9758285,1973,http://www.openstreetmap.org/browse/node/334638116,peak
267,Pointe de Ventabren,7.4471762,43.9594762,1977,http://www.openstreetmap.org/browse/node/1576465880,peak
268,La Riondaz,6.9990897,46.3521425,1980,http://www.openstreetmap.org/browse/node/458393126,peak
269,Cime de la Vallette,7.6626804,43.9939632,1981,http://www.openstreetmap.org/browse/node/599572318,peak
270,Walliser Wispile,7.3040049,46.3881811,1982,http://www.openstreetmap.org/browse/node/459849940,peak
271,Lauvet d'Ilonse,7.0580389,44.059726,1992,http://www.openstreetmap.org/browse/node/1406092554,peak
272,Les Blisiers,7.1724189,46.1135809,1994,http://www.openstreetmap.org/browse/node/393080464,peak
273,Punta del Mezzogiorno,7.2434061,44.4334185,2004,http://www.openstreetmap.org/browse/node/1478258847,peak
274,Cima delle Guardie,8.0187032,45.6893261,2007,http://www.openstreetmap.org/browse/node/1260037668,peak
275,Monte Grai,7.6705184,43.9984229,2012,http://www.openstreetmap.org/browse/node/334635373,peak
276,Tête de Clé,7.2014314,46.3936684,2015,http://www.openstreetmap.org/browse/node/458393138,peak
277,Le Reposoir,7.2116926,46.3453474,2015,http://www.openstreetmap.org/browse/node/458393110,peak
278,Chaux de Tompex,6.9875585,46.3709254,2015,http://www.openstreetmap.org/browse/node/458393131,peak
279,Blattistand,7.2322901,46.3821765,2019,http://www.openstreetmap.org/browse/node/458393136,peak
